PuzzleId,FEN,Moves,Rating,Themes
0F7XW,rn3bnr/pp2pk1p/2p3p1/q4b1B/1P1PN3/2P2QR1/P4P1P/R1B1K3 b Q - 0 15,a5b5 c3c4 b5b4 c1d2,2429,crushing defensiveMove middlegame short
08nWe,r5k1/1ppQ1pbp/6p1/4P3/5P2/qP1B4/1rP3PP/2KR3R w - - 4 22,d3c4 b2b3 c1d2 a3b4 d2e2 b4c4,2430,crushing discoveredAttack discoveredCheck fork long middlegame
0HsOs,5Q2/p7/8/K2q2p1/1P6/4k3/P7/8 w - - 1 42,f8c5 e3e4 a5a6 d5c5 b4c5 e4d5 a6b5 g5g4 c5c6 d5d6,2430,crushing defensiveMove endgame pin queenEndgame quietMove veryLong
0DCPc,r4rk1/3q2p1/2R2p1p/p2pP3/Qb6/4P2P/P3BPPB/6K1 w - - 1 23,e5f6 f8f6 e2b5 f6c6 b5c6 a8c8,2434,advantage long middlegame
0AdX4,8/5p2/3N2p1/p5P1/3K3P/1k6/3n4/8 w - - 8 53,d6f7 a5a4 f7e5 a4a3 e5d3 d2f3,2437,crushing endgame knightEndgame long quietMove
0GoYE,2r1r1k1/p4ppp/5b2/q7/2Bn2Q1/P3B3/2P2PPP/R3R1K1 w - - 0 21,e3d4 e8e1 c4f1 c8c4 a1e1 a5e1,2437,crushing kingsideAttack long middlegame pin
0AmC4,8/8/6pk/3Bb3/pq2P2P/6P1/Q6K/8 w - - 4 46,d5c6 b4c3 a2f2 c3c6,2438,crushing endgame short
02y3e,8/6k1/6Pp/p1p1pP1K/PpPp4/1P1P4/8/8 w - - 0 66,h5g4 e5e4 d3e4 d4d3 g4f3 h6h5 f3e3 h5h4,2440,crushing defensiveMove endgame pawnEndgame quietMove veryLong
021N7,6k1/2p2p1p/2Qb4/p7/P2P1ppq/1NP2P2/1P4PP/4rRK1 w - - 0 24,b3a5 h4e7 c6a8 g8g7 a8e4 e1e4,2442,crushing defensiveMove endgame long quietMove
0INE7,3r4/p4p2/NqpR1bpk/8/Q1P4P/4PB2/P4PP1/6K1 w - - 1 32,d6c6 b6b1 g1h2 f6e5 g2g3 d8d2,2443,crushing long middlegame
0Aq7h,5r1k/pp4pp/4Q3/2pP4/8/1KP5/P3Nr1q/4R1R1 w - - 0 23,e2g3 f2b2 b3c4 b7b5 c4c5 h2f2 e1e3 f2g1,2445,advantage deflection middlegame veryLong
0D8Nt,rn3rk1/2pp1ppp/1p6/p2q2B1/5PQ1/3P4/P5PP/R4R1K b - - 1 17,h7h6 g5f6 g7g6 f4f5,2445,advantage middlegame pin short
0GalL,2r4k/6pp/pq6/4p1Q1/P3P3/2p2NPP/8/2R3K1 w - - 2 28,g1g2 h7h6 g5d2 c3d2 c1c8 h8h7,2445,advancedPawn crushing endgame long
066Ju,5B1k/1P4pp/5n2/8/8/4q3/6PP/1R5K b - - 0 36,f6d7 f8c5 e3e5 b1d1 h7h5 d1d7,2448,crushing endgame long
09TNz,4rr2/4n1kp/2nq1pp1/pp1p4/2pP2NN/2P3PP/PP1Q2P1/R3R1K1 b - - 3 22,d6g3 d2h6 g7g8 e1e6 f6f5 g4f6,2448,crushing long middlegame
0Cujc,1r2r1k1/3b3p/R7/2pP2p1/2P2p2/1P2pP1P/1RQ1N1PK/4q3 b - - 2 42,d7h3 a6h6 b8b7 h6h3,2448,crushing middlegame short
065n3,5rk1/2p2ppb/pb5p/1p1RP3/5B1q/5QNP/PP3PP1/6K1 b - - 0 23,f8d8 f3g4 h4e7 f4h6,2449,advantage middlegame pin short
09zBr,8/p7/1pp1pk2/6p1/1P1PK1P1/P1P5/8/8 b - - 0 35,a7a6 c3c4 b6b5 d4d5 b5c4 d5c6,2449,crushing endgame long pawnEndgame quietMove
01Wbh,5r1k/ppp1q2p/8/3BnQ2/4p1n1/2N3K1/PPP2PP1/R4R2 w - - 1 21,f5e4 e7g7 f2f3 g4f6,2451,advantage discoveredAttack discoveredCheck middlegame quietMove short
0F6Yf,2r5/5ppk/1p2b3/8/3Q4/Pq4P1/5P1P/K2R3R w - - 3 37,d4b2 b3f3 d1c1 c8a8 c1c3 f3h1 b2b1 h1b1,2451,advantage endgame exposedKing veryLong
0DitD,8/8/b7/1p1p1kRp/1p3P2/2r1PN2/P2K4/8 b - - 6 43,f5e4 f3e1 c3e3 g5e5,2452,advantage endgame master quietMove short
0FSKM,8/2p3K1/8/4p3/4N3/3p1P2/1kp5/2R5 w - - 1 49,c1e1 c7c5 e1g1 c5c4 g7f6 c4c3,2453,crushing endgame long quietMove
02qYb,2r5/8/4P3/5PK1/8/4k1P1/8/8 b - - 2 70,e3e4 e6e7 e4e5 g5g6 c8g8 g6f7,2454,advancedPawn crushing defensiveMove endgame long rookEndgame
0DVty,8/8/8/p1k3pp/3p4/P2K1PPP/8/8 w - - 1 42,h3h4 g5h4 g3h4 a5a4 f3f4 c5d5,2454,crushing defensiveMove endgame long pawnEndgame quietMove zugzwang
0DmhE,rn2b1k1/4q1pp/p2p4/1p1P1r2/8/Q2B1p1P/PP3PP1/4RRK1 b - - 1 20,e7g5 e1e8 g8f7 g2g4 f7e8 d3f5,2456,advantage hangingPiece kingsideAttack long middlegame
00spT,1r4k1/2p1q1pp/pnQ5/4p3/2P5/N2B4/PP3rPP/2K1R2R w - - 0 20,h1f1 e7g5 c1b1 f2b2 b1a1 g5d2,2457,crushing long middlegame queensideAttack
09LCz,r1b4Q/1pqpkp1p/p3p3/8/4n3/1P2b3/1PP2PPP/RN2R1K1 w - - 0 14,e1e3 c7f4 b1c3 f4f2 g1h1 f2e3 c3e4 e3e4,2458,advantage fork middlegame veryLong
05q0r,8/8/6p1/8/r4p1k/PR3K1P/8/8 w - - 2 43,b3b8 a4a3 f3f4 g6g5 f4f5 a3a5,2459,crushing endgame exposedKing long rookEndgame
0D7gl,r7/3q1kp1/3bRBp1/6Q1/6P1/p2P3P/KrP2P2/4R3 w - - 0 31,f6b2 a3b2 a2b1 a8a1 b1b2 d6a3,2463,advancedPawn crushing discoveredAttack discoveredCheck exposedKing long middlegame
0Gmco,2r1k2r/pB1b1p1p/1p1Bp1p1/4P3/1n1p4/3P1QP1/1RP2PKP/q7 b k - 3 22,a1b2 f3f6 d7c6 g2h3 c8c7 b7c8 h8f8 d6c7 c6g2 h3g2,2463,crushing defensiveMove middlegame veryLong
033uv,4r1k1/1p3ppp/p1n2bb1/2P5/1PQp1q2/PB3N1P/1BP2PP1/R5K1 w - - 4 21,c2c3 c6e5 f3e5 f6e5 g2g3 f4d2,2466,advantage long middlegame
03f4f,r1b2rk1/p3ppbp/2pp2P1/8/2B1n3/2N5/PqPB2PP/R2Q1R1K b - - 0 13,e4c3 c4f7 f8f7 g6f7,2466,advancedPawn advantage kingsideAttack opening short
0E7QZ,6k1/1p1r2P1/2pp3p/4p2N/p2pP3/2qP3P/2P2QPK/8 b - - 0 39,d7f7 f2g3 c3d2 g3g4 d2f4 h5f4,2468,crushing endgame long quietMove
0B9we,2b2rk1/p1b2pp1/2p1n3/4q3/4N3/1B3Q1P/PP1R1PP1/4R1K1 w - - 0 29,d2c2 e5h2 g1f1 e6d4 f3f7 f8f7,2470,crushing fork long middlegame
0CJD1,4rrk1/ppp3pp/3q1n2/3b4/3n1P2/1P1P2Q1/PB3PBP/2R1R1K1 w - - 0 18,b2d4 e8e1 c1e1 d5g2 d4f6 f8f6 g1g2 f6g6 e1e8 g8f7,2471,advantage master middlegame pin veryLong
0D5Ms,rnbqkb1r/1p3ppp/p2p4/8/2B1Ppn1/2N2N2/PPP2PPP/R2QK2R b KQkq - 1 9,g4e5 f3e5 d6e5 c4f7 e8e7 d1h5 d8d6 c3d5,2471,advantage attackingF2F7 opening veryLong
07YD6,r4rk1/6n1/p1p2qRQ/1p2pp2/4P3/1P1P3P/1PP3P1/R5K1 b - - 1 22,f6f7 e4f5 f7a7 g1h2,2474,advantage defensiveMove middlegame pin short
0Bqes,8/8/p4p2/1pkP2p1/2PpK2p/1P3P1P/P4P2/8 w - - 2 34,c4b5 f6f5 e4f5 d4d3 b5a6 c5b6,2474,advantage endgame long pawnEndgame sacrifice
0EMHM,8/8/3kpp2/7p/4K2P/8/5PP1/8 b - - 3 39,d6c5 g2g4 c5d6 g4h5 d6e7 e4d4 e7f7 d4c5,2476,crushing defensiveMove endgame pawnEndgame veryLong
0DZcP,r3k2r/6pp/3pPb2/1pp1q3/6Q1/2N5/PP4PP/R4RK1 w kq - 4 21,a1e1 e5d4 g4d4 f6d4 g1h1 d4c3 b2c3 h8f8,2477,crushing middlegame veryLong
0H5fX,rq2r1k1/pn1bppbp/3p2p1/1p1PP1N1/1P3P2/7P/PB2Q1P1/2R1R1K1 b - - 9 24,h7h6 e5e6 h6g5 e6d7 e8d8 b2g7,2480,advancedPawn crushing long middlegame
01rPb,4r2r/pQ3pk1/1np3p1/3p4/3P1NK1/1P2P1P1/P4q2/2R1R3 b - - 1 29,e8e3 e1e3 f2e3 c1c6,2481,advantage middlegame short
0CqdV,8/7p/5k1P/5P2/3pPK2/2p2R2/2P1r3/8 w - - 2 42,f3d3 e2f2 f4g3 f2d2,2481,endgame
00BKa,5rk1/p1Rb1ppp/2n1pn2/8/8/2P3P1/q4PBP/1rNQK2R b K - 2 16,f8c8 c7c8 d7c8 c1a2 b1d1 e1d1,2482,advantage long middlegame
0BTia,8/p2b4/1p2N3/1P1Pp3/P3P1pk/1B2b3/6K1/8 b - - 3 51,e3f4 e6f8 d7e8 d5d6,2482,advantage endgame short
0FEKi,5rk1/8/R4pK1/5P2/8/8/8/8 b - - 8 66,g8h8 a6f6 f8g8 g6h6,2483,crushing defensiveMove endgame rookEndgame short
09yLB,1k1r4/p1p1qprp/2p1b3/Q7/2p1N3/8/PPP2PPP/R3R1K1 w - - 6 19,e4c5 g7g2 g1g2 e7g5 g2h1 e6d5 e1e4 d5e4,2485,attraction crushing kingsideAttack middlegame sacrifice veryLong
0At8b,r3k1nr/p1p2ppp/b7/2p5/2P4b/1PN3N1/PBQP1KPP/q6R b kq - 5 16,a1h1 c2e4 g8e7 e4h4 a8d8 g3h1,2486,advantage fork long middlegame trappedPiece
0J7pV,6k1/4R1p1/2p3p1/7p/1P6/2P4P/P4rPK/RN1r4 w - - 0 25,c3c4 h5h4 e7e8 g8h7 e8e4 g6g5 b1d2 d1a1,2487,advantage defensiveMove endgame quietMove veryLong
06qSd,1k5r/1pp2pp1/2n3r1/1QNp2q1/3Pp2p/P1P1P1P1/5P1P/R3R1K1 b - - 0 22,b7b6 b5a6 b6c5 d4c5 c6b4 a6b5 g6b6 c5b6,2490,crushing fork middlegame sacrifice veryLong
06eiB,8/p6k/1p6/6p1/2P1K3/1P6/P7/8 b - - 1 56,h7h6 e4f5 h6h5 b3b4 g5g4 f5f4 g4g3 f4g3,2492,crushing endgame pawnEndgame quietMove veryLong
08acQ,6k1/1q2p2p/1B1p4/pQ1Pbp2/P7/5P2/6PP/6K1 b - - 0 31,e5c3 b5e8 g8g7 e8c6 b7a6 c6c3,2495,crushing endgame long
09Nqz,5rk1/4b1pp/p2p4/Qpqn4/4pp2/1P6/P1PB1PPP/2R1N1KR w - - 0 24,c2c4 e7h4 e1d3 e4d3,2495,advantage master middlegame short
0F71n,r5k1/1b3rb1/p1nNQ3/qp6/3P4/8/PP3PPP/R3R1K1 b - - 4 20,c6d8 e6g6 b7c6 d6f7,2495,crushing master middlegame pin short
05ZkJ,3r1kr1/pp2np2/5p2/1Q3P2/PP2P1q1/6B1/7P/2R1R1K1 w - - 3 26,b5b7 g4f3 c1c2 d8d1 b7b8 f8g7,2496,advantage defensiveMove long middlegame
05iL1,2kr4/p1p2pQp/1pP1p3/PP4r1/7q/7P/5PP1/R4RK1 w - - 1 26,g7f7 h4h3 g2g3 g5h5 f7h5 h3h5 a5b6 c7b6,2498,advantage endgame pin veryLong
0E48q,r2q1rk1/5pbp/b1pp4/p1B2pP1/5P2/2N4P/PPP5/R2QK2R w KQ - 0 17,d1d6 f8e8 e1f2 g7f8 d6d8 f8c5,2500,clearance crushing long middlegame sacrifice skewer
08hR1,4Q3/2q2p1k/1bNp2pp/1P1b4/2p5/6BP/5PPK/8 b - - 4 34,c4c3 c6e7 c7d8 e7d5 d8e8 d5f6 h7h8 f6e8 c3c2 g3f4,2503,advantage endgame fork sacrifice veryLong
0ETIU,2R5/p1Q2p1k/5Ppp/6r1/8/1qR4P/6bK/8 b - - 2 44,b3e6 c7e7 e6e7 f6e7,2507,advancedPawn advantage endgame short
02I9S,1r3rk1/3b1pp1/p1p2b1p/P1P4q/1P1Np3/2Q1P1R1/1B3P1P/4K1R1 b - - 5 25,h5d5 g3g7 g8h8 d4f5 f6c3 b2c3 f7f6 g7g6 d5f5 g6h6 f5h7 h6f6 f8f6 c3f6,2511,crushing deflection kingsideAttack middlegame sacrifice veryLong
07lIY,8/4Np1p/1bk2p2/1pp5/p3KPP1/P3P2P/1P6/8 b - - 3 34,c6d6 e7c8 d6c6 c8b6 c6b6 e4d5 b5b4 d5c4 b4a3 b2a3,2512,endgame master
02ryG,8/1pk1b3/2p2r2/p1Pp1p2/P2P1P1R/1P1B4/5K2/8 b - - 0 51,f6e6 h4h7 c7d8 h7h8,2513,advantage endgame master short
05lqa,1r4k1/1R3p1p/pQ4p1/3p2b1/3P2n1/P2B4/1P3qPP/5N1K b - - 1 27,f2f4 b7b8 g8g7 b6b4 g5e7 b4e7,2513,advantage long middlegame quietMove
0BMcA,4k3/3rq1pp/2b1Q3/8/1pB2P2/1P1R4/2P3P1/6K1 b - - 0 39,d7d3 e6c6 d3d7 c4e6,2515,crushing endgame hangingPiece short
0BWTq,6k1/p2Q1p1p/2p3p1/7P/2P5/1P4N1/q4PPK/4r3 b - - 0 30,a2f2 d7d8 g8g7 h5h6 g7h6 d8h4 h6g7 g3h5 g6h5 h4f2,2515,advantage attraction discoveredAttack endgame veryLong
097kn,4r1k1/pp2n1p1/q6p/2p1N3/3PQ3/2P3Pb/PP1B1K1P/4R3 w - - 1 23,e5g6 a6g6 e4g6 e8f8 f2e2 e7g6,2516,advantage intermezzo long middlegame sacrifice
0BHNq,8/4qkpp/1p2rp2/1Pn5/1QP5/5PP1/PB1PN2P/RN3K1n w - - 5 27,b2d4 e6e2 b1c3 e2h2,2517,crushing middlegame short
0CMXL,2Q5/p7/8/1K6/4k3/1q3pP1/5B2/8 w - - 1 49,b5c6 b3d5 c6c7 d5c4,2517,crushing endgame short
02wLl,8/2p5/2Nk4/3p1qbp/QP1P2p1/5P2/PKP5/4r1NR w - - 0 28,c6e5 g5c1 b2c3 e1e5 a4a6 c7c6,2521,crushing defensiveMove long middlegame
07GTe,rn2k2r/pQ3pbp/3pp1p1/3pP3/3P1P1q/2PB4/PP4bP/R1BK2R1 b kq - 3 13,h4h2 d3b5 b8d7 b5d7,2522,advantage middlegame short
0CeQj,5rk1/5p1p/pq3Pp1/2pPQ3/2p1P1b1/4bBP1/4N1KP/5R2 b - - 4 25,e3d4 e2d4 b6b2 g2g1 c5d4 f3g4,2526,advantage long master middlegame
07Q4K,8/6p1/2p1p1kp/p3P3/3Pb2P/2P3P1/5K2/3B4 b - - 3 33,g6f5 f2e3 e4g2 d1h5,2529,bishopEndgame crushing defensiveMove endgame short
0BxzM,8/8/8/5Rp1/6P1/1Pn1kr2/7P/6K1 w - - 0 57,f5g5 c3e2 g1h1 f3f1 h1g2 f1f2,2529,crushing endgame long
05pky,8/8/8/N1p1p3/5k2/5p2/8/5K2 w - - 0 57,a5c4 f4e4 f1f2 e4d4 c4d2 e5e4 d2b3 d4c4,2530,crushing defensiveMove endgame knightEndgame quietMove veryLong
08Z3G,r2qr1k1/pbp1np2/1p3n1B/2b1p2N/P1B5/3P3P/1PP2PP1/R2QK2R b KQ - 2 15,e7f5 h6g5 c5f2 e1f2 f6e4 d3e4,2531,opening
031tN,r2q1rk1/1bppnpbp/p5p1/1p3PN1/3nP3/1B6/PP4PP/RNBQ1RK1 b - - 0 12,g6f5 d1h5 h7h6 g5f7 f8f7 b3f7,2532,advantage kingsideAttack long opening
03H9V,4r2k/p3q3/2p4p/P7/8/2Q5/1P4P1/5RK1 b - - 9 43,e7e5 f1e1 e5c3 e1e8 h8g7 b2c3,2532,endgame master
08wbB,8/ppk4p/2pp2p1/3P2P1/PPP1K1P1/8/8/8 b - - 0 38,c6d5 e4d5 c7d7 a4a5 d7e7 a5a6 b7a6 d5c6,2536,crushing endgame pawnEndgame quietMove veryLong zugzwang
06Gbg,r1bQ4/p4rkn/1p6/1q2pp2/P6B/1P5P/5PP1/R3R1K1 b - - 0 27,b5b3 e1e3 c8b7 e3b3,2545,advantage middlegame short
0F2pk,8/5k1p/p1pqpp2/3p3p/2pP4/2P2Nr1/PP3Q2/6RK b - - 1 32,h5h4 f3e5 f7e7 g1f1,2547,advantage defensiveMove endgame pin short
05G3v,r3r1k1/7p/p5p1/1bbP1p2/1p3B1R/1P4QP/2B1q1P1/2R4K b - - 5 31,c5e3 h4h7 g8h7 c2f5 e2d1 c1d1,2548,crushing long middlegame sacrifice
05sf4,4K3/4R1P1/8/2k5/1p6/p7/1N6/6r1 w - - 0 51,e7c7 c5b6 c7c2 g1g7,2548,advantage defensiveMove endgame short
0Dymv,1r2k2r/p1pb2p1/3bp3/1P3pq1/P2P2nP/2N1P1P1/3B2B1/R2Q1RK1 b k - 0 23,h8h4 g3h4 d6h2 g1h1 g5h4 f1f3 h2g3 h1g1,2550,crushing middlegame veryLong
02KiP,8/4pQ1p/1P3bpk/P3q3/6PP/4PK2/B4P2/6r1 b - - 9 41,e5h2 f7f8 f6g7 f8f4 h2f4 f3f4,2551,advantage endgame long
09DES,2k5/pp5p/2pp4/P4p1q/1PP2P2/3P1r2/4Q2P/R6K b - - 2 31,h5h3 a1e1 f3e3 e2e3 h3e3 e1e3,2551,crushing endgame long quietMove
0Ea2E,8/8/8/1pPk4/1P2p2p/1K4bP/1B6/8 w - - 3 41,b3c3 g3e1 c3b3 e4e3 b3c2 d5e4,2552,bishopEndgame crushing defensiveMove endgame long
0HOEy,3r2k1/1p2Rp1p/2b3p1/p4p2/2B2P2/1P5P/PQ4PK/3q4 b - - 2 30,d1d6 c4f7 g8f8 f7d5 d6f4 g2g3,2556,crushing endgame long
06HNX,r3r3/pppb2k1/1q2pnpp/4Np2/5P1Q/3B4/P1P1R1PP/4R2K b - - 3 20,e8e7 h4g3 d7e8 e5g6 e8g6 d3f5,2558,crushing long middlegame pin
0Es0q,4r2k/5Rp1/Q6p/8/1P4q1/P7/2r3P1/5R1K w - - 1 38,f7f2 g4h4 h1g1 h4d4 a6d6 d4d6,2558,crushing endgame long pin
04CuG,8/8/8/7K/6P1/8/1r1kp3/7R w - - 0 66,h1h2 d2e3 h2h3 e3f4 h3h1 b2b5,2561,endgame
07Fj0,4r3/pQP2p1k/8/6pp/5r1b/P2N3K/1P4R1/5n2 w - - 2 40,g2g3 e8e2 b7g2 e2g2 h3g2 f4c4,2561,crushing long middlegame
02cCF,8/5pk1/1PK5/R5pp/8/8/8/1r6 b - - 1 40,b1c1 a5c5 c1e1 b6b7 e1e6 c6b5 e6e8 c5c8,2566,advancedPawn clearance crushing defensiveMove endgame master rookEndgame veryLong
01o5f,rn2k3/pp6/2pp2pp/4Prq1/2B4b/2N2N2/PPP5/R2Q1K1R w q - 2 17,e5d6 g5e3 h1h2 f5f3 f1g2 f3f2 g2h1 f2h2,2567,advantage exposedKing middlegame pin veryLong
0BIpm,5b2/4pk2/4N1pp/p2P4/1pP3P1/1P6/8/1K6 b - - 0 39,h6h5 c4c5 h5h4 c5c6 h4h3 e6g5,2567,advantage endgame long quietMove
05PpG,r2q1r1k/2p2b2/p5pp/1pN5/5p2/1B6/PQ3PPP/4R1K1 b - - 0 26,h8g8 c5e6 f7e6 e1e6 g8h7 h2h4 d8h4 b2e5 f8f7 e6g6 f7e7 g6e6 e7e6 e5e6 h4d8 b3c2 h7g7 e6g6 g7f8 c2b3,2569,advantage defensiveMove exposedKing fork middlegame quietMove veryLong
07QdJ,3r4/3q1p1k/1r1PpQp1/7p/1pB5/1P3RP1/5PP1/6K1 b - - 10 33,h7g8 c4e6 f7e6 f6g6 d7g7 g6e6 g8h8 f3f5 b6d6 f5h5,2571,crushing deflection endgame veryLong
0I1ow,4r1k1/6b1/3p2P1/4PR1p/1p5P/4R1QP/r5BK/2q5 b - - 0 35,g7e5 e3e5 e8e5 g3b3 d6d5 f5e5 c1f4 b3g3 f4g3 h2g3,2573,clearance crushing deflection exposedKing fork master masterVsMaster middlegame pin sacrifice veryLong
04uEX,8/8/p2kp1pp/Pp3P2/1P1PP3/4K2P/8/8 b - - 0 43,g6f5 e3f4 d6c6 e4f5 e6f5 f4e5,2574,crushing endgame intermezzo long pawnEndgame zugzwang
07bZf,4r3/8/p7/1p2k2P/2p1bR2/P1K1B3/1PP3p1/8 w - - 2 36,h5h6 e8g8 f4h4 g8g3,2576,crushing endgame master pin quietMove short
04RrQ,4q1r1/2p4k/3p3p/PP3r2/2PQ2n1/2P3B1/4pPP1/R1R3K1 w - - 2 28,a5a6 g4f2 g3f2 e8a8 d4d5 f5d5,2577,crushing long middlegame sacrifice
01zXk,6k1/5p2/4p1r1/2Q3P1/7P/8/r7/6K1 b - - 0 49,f7f6 c5c8 g8h7 c8b7 h7h8 b7b1,2578,crushing endgame exposedKing long queenRookEndgame
0GORP,8/ppQ2pkp/4p1p1/6N1/1P6/P6P/4qPPK/3r4 b - - 7 31,g7f6 f2f4 d1h1 h2h1 e2f1 h1h2 f1f4 c7f4,2580,crushing endgame quietMove veryLong
0DYqt,r3q1r1/pppb1p1k/3p1B1p/7Q/3PP3/3P1R2/PP4PP/R5K1 w - - 3 18,a1e1 d7g4 h5d5 c7c6 d5d6 g4f3,2587,advantage fork long middlegame pin
07Duy,2r1kr2/2q2p1R/3p4/p2BbPQ1/1p2P2P/3p4/PPPR1P2/1K6 w - - 0 26,c2c4 b4c3 d5f7 c7f7 h7f7 c3c2 d2c2 d3c2,2588,advancedPawn crushing enPassant middlegame queensideAttack sacrifice veryLong
0HJ5c,k2r4/P1q5/1Rp4p/2Pn1p2/1Q2p3/6P1/5P1P/5BK1 w - - 1 39,b4d4 d5b6 c5b6 c7g3 h2g3 d8d4,2589,advantage endgame long
0AfuT,8/3r4/8/2P5/8/KP3pk1/5R2/8 w - - 2 60,f2b2 d7f7 a3b4 f3f2,2590,advancedPawn crushing endgame quietMove rookEndgame short
0F0xC,8/p7/4k2p/1p6/4Kp2/P5PP/8/8 w - - 0 35,g3f4 a7a5 h3h4 h6h5 e4d4 e6f5,2591,crushing endgame long pawnEndgame quietMove
0G16z,6k1/p5p1/1p5p/2P2R2/P1r3PP/1K6/8/8 b - - 2 35,c4c5 f5c5 b6c5 b3c4 g8f7 c4c5 f7f6 c5d6 a7a5 d6d5 g7g5 h4h5,2591,crushing defensiveMove endgame rookEndgame veryLong zugzwang
09ON7,7k/8/p2p4/1p4RK/6R1/5q2/P4P2/8 b - - 2 45,f3h3 h5g6 h3f3 g4g3,2592,crushing endgame queenRookEndgame short
095uu,8/7p/pP2k1p1/5p2/2K1p3/P4P2/6PP/8 b - - 0 44,e6d6 f3e4 f5e4 a3a4 a6a5 c4d4,2599,crushing endgame long pawnEndgame quietMove
0FUcb,1r3rk1/1bp2ppp/p2bp3/3nN3/1p1P4/1B3QPq/PPP2P1P/R1B1R1K1 w - - 3 17,e5d7 d5b6 f3b7 b8b7,2601,crushing master middlegame short
0C160,3r3r/ppQ3pp/5p1k/4pn1P/8/P1P2PB1/1qb1NKP1/2R2B1R w - - 3 26,c7c4 b2b6 e2d4 f5d4,2604,crushing middlegame short
0BTWu,5rk1/pp4n1/2p3p1/3p2Rp/3P1P2/2NB1K2/PP5q/3Q1R1r w - - 6 27,c3e2 h2h3 e2g3 h1h2,2606,clearance crushing master middlegame short
00Ns0,r2qr1k1/pn1p2pp/bp3p2/2p1N3/2P5/1PB3Q1/P1P3PP/R4RK1 w - - 0 18,f1f6 d8f6 a1f1 f6h6 e5g4 h6g6 c3g7 e8e4 g4f6 g8g7,2610,advantage hangingPiece intermezzo middlegame veryLong
07pnx,3r3k/7p/p1B3p1/1pp5/8/7P/4RPPK/8 w - - 0 38,e2e8 d8e8 c6e8 c5c4 e8c6 c4c3 c6e4 a6a5,2610,crushing defensiveMove endgame quietMove veryLong
0Dx7Y,8/5kb1/1r2np2/p2p1Np1/q1pP2P1/2P2PB1/P7/2K1R2Q w - - 5 36,c1d2 a4a2 d2e3 e6f4 g3f4 b6e6 f4e5 f6e5,2615,clearance crushing middlegame quietMove sacrifice veryLong
0IsE8,5r2/1pp1k3/p6p/P3n3/1Pb1P3/2P1N1q1/3Q2B1/3R2K1 w - - 0 31,e3f5 f8f5 d2d8 e7f7 d1d7 f7g6 e4f5 g6h5 d8e8 c4f7 e8e5 g3e5,2615,advantage master middlegame pin sacrifice veryLong
05Jwg,r3k1r1/2p2p2/p3pP2/1pq5/2p1P3/2N4p/PQP2RPP/1R4K1 w q - 1 26,g1f1 g8g2 f2g2 h3g2 f1g2 e8c8,2618,advancedPawn advantage castling defensiveMove long middlegame
074HH,r5k1/1pq2rp1/p1b1pP2/3p2Q1/Pn3R2/2N5/1PP3PP/5R1K b - - 2 24,e6e5 f4h4 c7e7 h4h6,2618,advantage defensiveMove middlegame pin short
08nBb,8/p7/2p5/P7/3P4/3K4/8/2k5 b - - 1 48,c1b2 d3c4 a7a6 d4d5 c6d5 c4d5,2618,crushing endgame long pawnEndgame
09dlB,8/8/8/1P3p1p/P1k1p2P/4K1P1/5P2/5b2 b - - 0 38,c4b4 b5b6 f1a6 e3f4 a6c8 f4g5 b4c3 g5h5,2618,bishopEndgame crushing endgame master veryLong
02Qwi,r1b2rk1/2qn1ppp/8/2p1p1N1/1p6/1B6/1PP1QPPP/3R1RK1 b - - 0 18,c8a6 d1d7 c7d7 e2e4 g7g6 b3f7 f8f7 e4a8,2620,advantage deflection kingsideAttack middlegame sacrifice veryLong
0HCLe,r3k1r1/2Q2p2/p1p1b1p1/8/Pq6/6Pp/1PP2P1P/3RR1K1 b q - 4 23,b4b8 e1e6 f7e6 c7h7 b8a7 h7g8,2620,advantage long middlegame sacrifice
0BuCo,8/6k1/1p1p1pp1/3P4/2PqP2P/2n3P1/2B1Q1K1/8 w - - 8 41,e2g4 d4d2 g2h3 c3e2,2621,crushing endgame fork short
0GkYn,4r1k1/pp3pp1/2p4p/3p3P/3P1Nbq/2NBrP2/PP4K1/R2Q1R2 w - - 1 20,f1h1 h4g5 f3g4 g5f4,2624,crushing middlegame short
08MeH,1r4k1/5pp1/4P2p/3R1p2/3Q3P/6PK/2q5/8 b - - 2 31,b8b2 e6f7 g8h7 d4b2 c2b2 f7f8q,2625,advancedPawn crushing endgame long promotion
05NV9,8/8/1p3p2/1P2p3/4P1pk/4K2p/2r2N2/7R b - - 7 55,c2f2 e3f2 f6f5 e4f5 g4g3 f2f3 e5e4 f3f4 h3h2 f5f6 h4h3 f6f7,2632,advancedPawn crushing endgame hangingPiece rookEndgame veryLong
09PBd,4r1k1/5p2/pN4pb/1pP4p/1n1R4/3bPN1P/4R1P1/5K2 w - - 2 39,d4b4 d3e2 f1e2 h6e3 b6d5 e3c5,2633,crushing discoveredAttack discoveredCheck long master middlegame
0ISGH,8/p7/1p1k2pp/8/1PP1K3/P6P/8/8 w - - 1 45,a3a4 a7a5 c4c5 d6c6 b4a5 b6a5 e4d4 g6g5,2634,crushing defensiveMove endgame pawnEndgame veryLong
0IeDN,3r2k1/p1qB1pbp/4p1p1/8/Q5P1/2PbB3/PP3P1P/2K4R w - - 7 22,d7b5 d3b5 a4b5 d8b8 b5b8 c7b8,2638,advantage long middlegame
